blue_ADC_champion	blue_Jungle_champion	blue_Middle_champion	blue_Support_champion	blue_Top_champion	red_ADC_champion	red_Jungle_champion	red_Middle_champion	red_Support_champion	red_Top_champion	blue_ban1	blue_ban2	blue_ban3	blue_ban4	blue_ban5	red_ban1	red_ban2	red_ban3	red_ban4	red_ban5	league	blue_win
Jhin	Lee Sin	Cassiopeia	Tahm Kench	Kled	Ashe	Kha'zix	Orianna	Zyra	Maokai	Elise	Syndra	Rengar	Rumble	Katarina	LeBlanc	Camille	Ryze	Malzahar	Jayce	LCK	0
Ziggs	Rengar	Katarina	Zyra	Poppy	Jhin	Lee Sin	Lissandra	Tahm Kench	Singed	Ryze	Jayce	Malzahar	Kled	Cassiopeia	Camille	LeBlanc	Syndra	Maokai	Rumble	LCK	1
Jhin	Rengar	Orianna	Nautilus	Sion	Ashe	Elise	Syndra	Thresh	Jayce	Cassiopeia	Malzahar	Zyra	Taliyah	Maokai	LeBlanc	Camille	Ryze	Poppy	Tahm Kench	LCK	1
Caitlyn	Rek'Sai	LeBlanc	Zyra	Jayce	Varus	Shyvana	Ryze	Tahm Kench	Nautilus	Poppy	Rengar	Sion	Maokai	Lee Sin	Camille	Elise	Kha'zix	Ashe	Jhin	LCK	1
Jhin	Kha'zix	Ekko	Thresh	Maokai	Caitlyn	Rek'Sai	Taliyah	Malzahar	Shen	Ryze	Jayce	Zyra	Cassiopeia	Orianna	Camille	LeBlanc	Rengar	Miss Fortune	Taric	LCK	0
Varus	Olaf	Cassiopeia	Malzahar	Kennen	Ashe	Rek'Sai	Ryze	Taric	Maokai	Kha'zix	Zyra	Jayce	Karma	Lee Sin	LeBlanc	Camille	Rengar	Rumble	Elise	LCK	1
Ashe	Graves	Taliyah	Zyra	Maokai	Ziggs	Rek'Sai	Jayce	Miss Fortune	Kennen	Malzahar	Varus	Ryze	Elise	Olaf	Camille	Rengar	LeBlanc	Kha'zix	Lee Sin	LCK	1
Varus	Olaf	Orianna	Malzahar	Rumble	Ashe	Lee Sin	Ryze	Taric	Kennen	Kha'zix	Zyra	Jayce	Elise	Karma	Camille	Rengar	LeBlanc	Cassiopeia	Maokai	LCK	1
Ziggs	Rek'Sai	Jayce	Zyra	Maokai	Jhin	Elise	Ryze	Miss Fortune	Singed	Varus	Ashe	Malzahar	Syndra	Cassiopeia	LeBlanc	Camille	Rengar	Kha'zix	Lee Sin	LCK	0
Jhin	Lee Sin	Ryze	Tahm Kench	Nautilus	Ashe	Kha'zix	Cassiopeia	Thresh	Maokai	Malzahar	Elise	Jayce	Bard	Zyra	Camille	Rengar	LeBlanc	Singed	Trundle	LCK	0
Jhin	Olaf	Ryze	Malzahar	Maokai	Varus	Lee Sin	Cassiopeia	Bard	Singed	Zyra	Tahm Kench	Elise	Miss Fortune	Karma	LeBlanc	Camille	Rengar	Kha'zix	Rek'Sai	LCK	1
Ashe	Rek'Sai	Ryze	Karma	Maokai	Varus	Kha'zix	Syndra	Zyra	Shen	Jayce	Camille	Cassiopeia	Rumble	Kennen	LeBlanc	Rengar	Katarina	Miss Fortune	Tahm Kench	EULCS	0
Ashe	Nocturne	Syndra	Zyra	Maokai	Varus	Rek'Sai	Ekko	Miss Fortune	Rumble	Katarina	Tahm Kench	Ryze	Jayce	Talon	Camille	Rengar	LeBlanc	Kha'zix	Kennen	EULCS	1
Ashe	Rek'Sai	Taliyah	Zyra	Shen	Ezreal	Lee Sin	Ryze	Nami	Maokai	Katarina	Jhin	Karma	Rumble	Varus	Rengar	Camille	LeBlanc	Syndra	Orianna	EULCS	1
Ezreal	Lee Sin	Ryze	Zyra	Nautilus	Ashe	Rek'Sai	Syndra	Miss Fortune	Maokai	Jayce	Shen	Ivern	Fiora	Trundle	Rengar	Camille	LeBlanc	Varus	Jhin	EULCS	1
Ashe	Ivern	Syndra	Miss Fortune	Rumble	Kennen	Lee Sin	Orianna	Zyra	Shen	Katarina	Jhin	Ryze	Varus	Ezreal	Camille	Rengar	LeBlanc	Rek'Sai	Kha'zix	EULCS	1
Jhin	Kha'zix	Syndra	Thresh	Maokai	Varus	Rek'Sai	Corki	Nautilus	Illaoi	Zyra	Malzahar	Katarina	Jayce	Fiora	Rengar	LeBlanc	Camille	Tahm Kench	Shen	EULCS	0
Varus	Kha'zix	Orianna	Malzahar	Rumble	Ashe	Rek'Sai	Ryze	Karma	Kennen	Zyra	Illaoi	LeBlanc	Jayce	Rengar	Camille	Shen	Syndra	Maokai		EULCS	1
Ashe	Rek'Sai	Syndra	Taric	Maokai	Varus	Kha'zix	Ekko	Karma	Nautilus	Zyra	Illaoi	LeBlanc	Corki	Jayce	Rengar	Malzahar	Camille	Rumble	Tahm Kench	EULCS	1
Jhin	Rengar	Taliyah	Malzahar	Nautilus	Caitlyn	Ivern	Kassadin	Lulu	Poppy	Ryze	Rumble	Shen	Ashe	Varus	LeBlanc	Syndra	Camille	Maokai	Jayce	EULCS	0
Caitlyn	Rumble	Orianna	Lulu	Camille	Jhin	Olaf	Taliyah	Malzahar	Fiora	Syndra	LeBlanc	Lee Sin	Shen	Poppy	Ryze	Rengar	Ivern	Ashe	Varus	EULCS	1
Kalista	Rek'Sai	Syndra	Zyra	Maokai	Ashe	Kha'zix	Fizz	Miss Fortune	Shen	Rengar	Olaf	Janna	Nautilus	Poppy	LeBlanc	Camille	Lee Sin	Varus	Jhin	NALCS	0
Varus	Lee Sin	Syndra	Taric	Nautilus	Ashe	Rek'Sai	Katarina	Malzahar	Trundle	Zyra	Maokai	Ryze	Fiora	Jayce	LeBlanc	Camille	Rengar	Karma	Lulu	NALCS	1
Jhin	Rek'Sai	LeBlanc	Tahm Kench	Nautilus	Varus	Rengar	Lissandra	Nami	Maokai	Zyra	Syndra	Ryze	Orianna	Karma	Camille	Malzahar	Ashe	Kennen	Thresh	NALCS	0
Varus	Kha'zix	Orianna	Karma	Maokai	Ashe	Rek'Sai	Anivia	Thresh	Singed	Ryze	Kennen	Malzahar	Zyra	Rumble	Camille	LeBlanc	Rengar	Syndra	Cassiopeia	NALCS	1
Ashe	Lee Sin	Taliyah	Zyra	Maokai	Jhin	Kha'zix	LeBlanc	Tahm Kench	Rumble	Shen	Jayce	Miss Fortune	Karma	Malzahar	Rengar	Camille	Ryze	Elise	Poppy	EULCS	0
Ashe	Lee Sin	LeBlanc	Zyra	Shen	Varus	Rek'Sai	Ryze	Tahm Kench	Gangplank	Elise	Jhin	Fiora	Miss Fortune	Karma	Rengar	Camille	Kha'zix	Maokai	Jayce	EULCS	1
Jhin	Lee Sin	Jayce	Zyra	Rumble	Varus	Rek'Sai	Syndra	Karma	Shen	Taliyah	Kha'zix	Tahm Kench	Miss Fortune	Ashe	Rengar	Camille	LeBlanc	Elise	Ryze	EULCS	1
Jhin	Ivern	Katarina	Malzahar	Kled	Ashe	Kha'zix	Cassiopeia	Tahm Kench	Rumble	Zyra	Syndra	Lulu	Ryze	Miss Fortune	LeBlanc	Rengar	Camille	Jayce	Taliyah	EULCS	0
Caitlyn	Rek'Sai	Ryze	Zyra	Shen	Varus	Kha'zix	Malzahar	Karma	Maokai	Syndra	Rengar	Miss Fortune	Cassiopeia	Corki	LeBlanc	Taliyah	Camille	Ashe	Ziggs	LCK	0
Ashe	Kha'zix	Ahri	Malzahar	Jayce	Jhin	Rek'Sai	Syndra	Taric	Ekko	Taliyah	Cassiopeia	Zyra	Maokai	Elise	LeBlanc	Camille	Rengar	Ziggs	Varus	LCK	1
Ashe	Kha'zix	Taliyah	Zyra	Nautilus	Varus	Rek'Sai	Malzahar	Miss Fortune	Poppy	Jayce	Lee Sin	Ryze	Maokai	Cassiopeia	LeBlanc	Camille	Rengar	Syndra	Ekko	LCK	0
Varus	Olaf	Syndra	Tahm Kench	Camille	Ashe	Ivern	Katarina	Malzahar	Fiora	Zyra	Ryze	LeBlanc	Kha'zix	Lee Sin	Kalista	Rengar	Jayce	Miss Fortune	Rek'Sai	LCK	0
Ashe	Kha'zix	Taliyah	Zyra	Singed	Varus	Rek'Sai	Lissandra	Miss Fortune	Maokai	Malzahar	Jayce	Ryze	Cassiopeia	Syndra	Camille	LeBlanc	Rengar	Ekko	Corki	LCK	1
Varus	Lee Sin	Corki	Malzahar	Nautilus	Ashe	Kha'zix	Cassiopeia	Lulu	Maokai	Kalista	Olaf	Zyra	Miss Fortune	Ekko	Camille	LeBlanc	Rengar	Fiora	Jayce	NALCS	0
Ashe	Olaf	Orianna	Malzahar	Jayce	Varus	Lee Sin	Corki	Karma	Maokai	Kha'zix	Zyra	Rengar	Twisted Fate	Syndra	LeBlanc	Camille	Ryze	Rek'Sai	Elise	NALCS	0
Twitch	Kha'zix	Orianna	Karma	Nautilus	Ashe	Lee Sin	Aurelion Sol	Zyra	Jayce	Ryze	Fiora	Camille	Syndra	Olaf	Rengar	LeBlanc	Poppy	Varus	Jhin	NALCS	1
Ashe	Graves	Corki	Zyra	Nautilus	Varus	Elise	Malzahar	Karma	Maokai	Ryze	Kha'zix	Jayce	Syndra	Miss Fortune	LeBlanc	Rengar	Camille	Lee Sin	Rek'Sai	NALCS	1
Varus	Graves	Twisted Fate	Malzahar	Maokai	Ashe	Kha'zix	Corki	Miss Fortune	Fiora	Zyra	Syndra	Ryze	Elise	Lee Sin	LeBlanc	Camille	Rengar	Rek'Sai	Anivia	NALCS	1
Varus	Rek'Sai	Ryze	Morgana	Fiora	Ezreal	Kha'zix	Anivia	Malzahar	Maokai	Zyra	Syndra	Cassiopeia	Ashe	Jhin	Camille	Rengar	LeBlanc	Miss Fortune	Lulu	NALCS	1
Ashe	Rek'Sai	Twisted Fate	Malzahar	Jayce	Varus	Kha'zix	Fizz	Morgana	Maokai	Zyra	Syndra	Ryze	Miss Fortune	Orianna	Camille	Rengar	LeBlanc	Anivia		NALCS	0
Ezreal	Rengar	Cassiopeia	Karma	Maokai	Ashe	Kha'zix	Ryze	Malzahar	Sion	Syndra	Lee Sin	LeBlanc	Shen	Nautilus	Camille	Fiora	Varus	Zyra	Jhin	NALCS	1
Ashe	Elise	Corki	Miss Fortune	Maokai	Varus	Lee Sin	Azir	Zyra	Poppy	Malzahar	Fiora	Kha'zix	Ryze	Cassiopeia	LeBlanc	Camille	Rengar	Syndra	Orianna	NALCS	1
Ashe	Rek'Sai	Ryze	Thresh	Fiora	Varus	Elise	Cassiopeia	Tahm Kench	Maokai	Syndra	Kha'zix	LeBlanc	Nami	Karma	Camille	Rengar	Malzahar	Lee Sin	Zyra	NALCS	1
Varus	Rengar	Corki	Zyra	Nautilus	Ashe	Olaf	Ekko	Miss Fortune	Maokai	Ryze	Jayce	Kha'zix	Fiora	Aurelion Sol	LeBlanc	Camille	Malzahar	Katarina	Singed	NALCS	0
Ashe	Olaf	Katarina	Miss Fortune	Nautilus	Varus	Lee Sin	Corki	Zyra	Jayce	Malzahar	Ryze	Elise	Maokai	Fiora	LeBlanc	Camille	Rengar	Ekko	Aurelion Sol	NALCS	1
Ashe	Kha'zix	Cassiopeia	Karma	Nautilus	Varus	Olaf	Ryze	Malzahar	Maokai	Syndra	Fiora	Zyra	Lee Sin	Rek'Sai	LeBlanc	Camille	Rengar	Poppy		NALCS	1
Caitlyn	Kha'zix	Syndra	Morgana	Maokai	Varus	Lee Sin	Ryze	Karma	Poppy	Zyra	Ashe	Malzahar	Taric	Nautilus	Camille	LeBlanc	Rengar	Jhin	Ezreal	NALCS	1
Caitlyn	Rek'Sai	Corki	Malzahar	Sion	Varus	Kha'zix	Orianna	Karma	Maokai	Olaf	Kennen	Zyra	Rumble	Ryze	LeBlanc	Rengar	Camille	Jhin	Ashe	LCK	1
Ashe	Rengar	Cassiopeia	Nami	Maokai	Varus	Shyvana	Orianna	Malzahar	Poppy	Rek'Sai	Kha'zix	Zyra	Sion	Corki	Camille	LeBlanc	Olaf	Kennen	Rumble	LCK	1
Varus	Elise	Syndra	Zilean	Camille	Ezreal	Kha'zix	Katarina	Malzahar	Kennen	Olaf	Ashe	Zyra	Caitlyn	Ryze	LeBlanc	Rengar	Rek'Sai	Corki	Miss Fortune	LCK	1
Ziggs	Olaf	Jayce	Zyra	Maokai	Jhin	Kha'zix	Corki	Malzahar	Poppy	Ryze	Syndra	Miss Fortune	Taliyah	Orianna	LeBlanc	Camille	Rengar	Lee Sin	Rek'Sai	LCK	0
Ashe	Kha'zix	Katarina	Malzahar	Gangplank	Jhin	Lee Sin	Cassiopeia	Lulu	Maokai	Ryze	Zyra	Jayce	Miss Fortune	Poppy	LeBlanc	Rengar	Camille	Syndra	Orianna	LCK	1
Ashe	Lee Sin	Cassiopeia	Thresh	Maokai	Varus	Kha'zix	Orianna	Morgana	Poppy	Fiora	Syndra	Malzahar	Zyra	Nautilus	Camille	Rengar	LeBlanc	Miss Fortune	Karma	NALCS	1
Ashe	Rek'Sai	Ekko	Miss Fortune	Fiora	Varus	Kindred	Syndra	Zyra	Maokai	Corki	Jayce	Camille	Ryze	Twisted Fate	Rengar	LeBlanc	Kha'zix	Cassiopeia	Orianna	NALCS	1
Caitlyn	Kha'zix	Corki	Malzahar	Maokai	Ezreal	Rek'Sai	Azir	Zyra	Poppy	Ryze	Fiora	Cassiopeia	Syndra	Orianna	Camille	Rengar	LeBlanc	Ashe	Varus	NALCS	1
Kalista	Rengar	Katarina	Thresh	Nautilus	Ezreal	Kha'zix	LeBlanc	Karma	Maokai	Corki	Jayce	Camille	Malzahar	Fiora	Ryze	Cassiopeia	Ashe	Zyra		NALCS	0
Varus	Lee Sin	Corki	Malzahar	Maokai	Ashe	Kha'zix	Ekko	Zyra	Shen	Syndra	Fiora	Nautilus	Orianna	Ryze	LeBlanc	Rengar	Camille	Miss Fortune	Cassiopeia	NALCS	0
Varus	Lee Sin	Azir	Zyra	Nautilus	Ashe	Kha'zix	Twisted Fate	Karma	Maokai	Miss Fortune	Ryze	Syndra	Cassiopeia	Jayce	Camille	LeBlanc	Rengar	Orianna	Fiora	NALCS	0
Ashe	Lee Sin	Cassiopeia	Malzahar	Poppy	Jhin	Kha'zix	Ryze	Taric	Nautilus	Syndra	Varus	Shen	Maokai	Zyra	LeBlanc	Rengar	Camille	Fiora	Jayce	NALCS	0
Ashe	Lee Sin	Syndra	Zyra	Sion	Ezreal	Rek'Sai	Ekko	Karma	Poppy	Katarina	Malzahar	Rengar	Jhin	Maokai	Ryze	Camille	LeBlanc	Fiora	Darius	CBLoL	0
Jhin	Lee Sin	Xerath	Miss Fortune	Maokai	Varus	Kha'zix	Cassiopeia	Zyra	Rumble	Ryze	Fiora	Camille	Ashe	LeBlanc	Rengar	Malzahar	Katarina	Syndra		CBLoL	1
Ashe	Lee Sin	Cassiopeia	Zyra	Illaoi	Ziggs	Elise	Jayce	Karma	Maokai	Taliyah	Rengar	Syndra	Jhin	Varus	Camille	LeBlanc	Malzahar	Darius	Fiora	CBLoL	1
Ezreal	Elise	Syndra	Karma	Camille	Ashe	Rek'Sai	Ekko	Malzahar	Akali	Lee Sin	Ryze	LeBlanc	Darius	Illaoi	Taliyah	Rengar	Ziggs	Varus	Jhin	CBLoL	1
Ashe	Lee Sin	Orianna	Malzahar	Poppy	Jhin	Rek'Sai	Corki	Miss Fortune	Maokai	Elise	Karma	Syndra	Katarina	LeBlanc	Camille	Rengar	Fiora	Gangplank		CBLoL	0
Ziggs	Kha'zix	Jayce	Malzahar	Singed	Jhin	Lee Sin	Viktor	Karma	Maokai	LeBlanc	Rengar	Camille	Cassiopeia	Gangplank	Elise	Rek'Sai	Syndra	Fiora	Katarina	CBLoL	1
Varus	Rengar	Syndra	Nami	Shen	Ashe	Kha'zix	Ryze	Karma	Poppy	Zyra	Camille	Ekko	Fiora	Maokai	Rek'Sai	LeBlanc	Malzahar	Thresh	Bard	CBLoL	0
Jhin	Kha'zix	Corki	Karma	Maokai	Ashe	Nocturne	Viktor	Zyra	Nautilus	Rek'Sai	Malzahar	Syndra	Shen	Orianna	Camille	Rengar	LeBlanc	Fiora	Ryze	CBLoL	1
Varus	Kha'zix	Cassiopeia	Malzahar	Maokai	Ashe	Elise	Corki	Syndra	Fiora	Zyra	Jayce	Ryze	Miss Fortune	LeBlanc	Camille	Rengar	Gangplank	Katarina		LCK	1
Varus	Elise	Ryze	Malzahar	Trundle	Ashe	Lee Sin	Katarina	Miss Fortune	Maokai	Jayce	Zyra	Tahm Kench	Gangplank	Kennen	LeBlanc	Camille	Rengar	Poppy		LCK	0
Ashe	Kha'zix	Orianna	Zyra	Poppy	Varus	Rek'Sai	Corki	Miss Fortune	Gangplank	Jayce	Kennen	Malzahar	Sion	Ryze	Camille	LeBlanc	Rengar	Maokai	Cassiopeia	LCK	1
Caitlyn	Elise	Ahri	Malzahar	Sion	Jhin	Kha'zix	Taliyah	Zyra	Shen	Ashe	Ryze	Jayce	Orianna	Maokai	Camille	LeBlanc	Rengar	Varus	Miss Fortune	LCK	0
Jhin	Elise	Corki	Malzahar	Kennen	Varus	Kha'zix	Orianna	Karma	Nautilus	Jayce	Miss Fortune	Zyra	Fiora	Ryze	LeBlanc	Rengar	Camille	Taliyah	Maokai	LCK	0
Varus	Kha'zix	Viktor	Malzahar	Maokai	Ziggs	Elise	Jayce	Tahm Kench	Kennen	Taliyah	Miss Fortune	Zyra	Ashe	Jhin	LeBlanc	Camille	Rengar	Poppy	Ryze	LCK	1
Jhin	Kha'zix	Cassiopeia	Braum	Maokai	Ashe	Lee Sin	Orianna	Karma	Nautilus	Zyra	Varus	Malzahar	Kled	Jayce	LeBlanc	Camille	Rengar	Tahm Kench	Taliyah	LCK	1
Jhin	Kha'zix	Malzahar	Tahm Kench	Shen	Ashe	Lee Sin	Corki	Zyra	Maokai	Rek'Sai	Elise	Taliyah	Varus	Caitlyn	LeBlanc	Camille	Rengar	Miss Fortune	Jayce	LCK	0
Ashe	Vi	Syndra	Malzahar	Swain	Varus	Kha'zix	Ekko	Karma	Kennen	Miss Fortune	Ryze	Zyra	Jayce	Lulu	LeBlanc	Rengar	Camille	Elise	Rek'Sai	NACS	1
Ashe	Kha'zix	Ryze	Lulu	Nautilus	Varus	Rek'Sai	Corki	Karma	Illaoi	Malzahar	Zyra	Cassiopeia	Swain	Thresh	Camille	Rengar	LeBlanc	Maokai	Jayce	NACS	1
Varus	Kha'zix	Katarina	Zyra	Maokai	Ezreal	Rek'Sai	Cassiopeia	Malzahar	Nautilus	Syndra	Ryze	Lee Sin	Caitlyn	Jhin	Ashe	Rengar	LeBlanc	Camille	Orianna	NACS	1
Sivir	Kha'zix	Azir	Malzahar	Maokai	Ashe	Elise	Corki	Zyra	Shen	LeBlanc	Miss Fortune	Camille	Rek'Sai	Lee Sin	Rengar	Ryze	Syndra	Cassiopeia	Varus	NACS	0
Varus	Rek'Sai	Ryze	Karma	Trundle	Ashe	Kha'zix	Cassiopeia	Braum	Nautilus	Fiora	Camille	Malzahar	Jayce	Kennen	Zyra	Rengar	LeBlanc	Maokai	Elise	NACS	1
Ashe	Lee Sin	LeBlanc	Braum	Jayce	Lucian	Kha'zix	Ryze	Karma	Nautilus	Zyra	Miss Fortune	Lulu	Varus	Caitlyn	Camille	Rengar	Malzahar	Fiora	Kennen	NACS	1
Varus	Olaf	Cassiopeia	Zyra	Jayce	Jhin	Rumble	Ryze	Bard	Shen	Ivern	Kha'zix	Camille	Tahm Kench	Zac	Rengar	LeBlanc	Malzahar	Rek'Sai	Lee Sin	EULCS	0
Varus	Hecarim	Jayce	Zyra	Rumble	Jhin	Zac	Ryze	Tahm Kench	Poppy	Ivern	Kha'zix	Camille	Shen	Bard	Rengar	LeBlanc	Malzahar	Rek'Sai	Lee Sin	EULCS	0
Jhin	Kha'zix	Syndra	Thresh	Shen	Varus	Elise	Corki	Bard	Poppy	Zyra	Malzahar	Ryze	Fiora	Tahm Kench	Camille	Rengar	LeBlanc	Jayce	Rumble	EULCS	1
Jhin	Lee Sin	Syndra	Malzahar	Maokai	Varus	Kha'zix	Orianna	Tahm Kench	Kennen	Jayce	Zyra	Miss Fortune	Rumble	Rengar	Camille	LeBlanc	Shen	Ryze		EULCS	0
Ashe	Rengar	Corki	Karma	Shen	Caitlyn	Ivern	Jayce	Nami	Nautilus	Zyra	Malzahar	Ryze	Tahm Kench	Thresh	Camille	LeBlanc	Kha'zix	Poppy	Maokai	EULCS	1
Jhin	Rengar	Mordekaiser	Karma	Nautilus	Varus	Olaf	Katarina	Tahm Kench	Poppy	Zyra	Malzahar	Ryze	Fiora	Syndra	Camille	LeBlanc	Shen	Maokai	Corki	EULCS	1
Varus	Kha'zix	Corki	Zyra	Maokai	Ashe	Elise	Syndra	Malzahar	Illaoi	Shen	Jhin	Lee Sin		Poppy	Camille	Rengar	LeBlanc	Jayce	Fiora	EULCS	1
Jhin	Rek'Sai	Syndra	Malzahar	Maokai	Varus	Graves	Corki	Lulu	Shen	Jayce	Zyra	Kha'zix	Nocturne		Camille	LeBlanc	Rengar	Poppy	Gangplank	EULCS	1
Varus	Rek'Sai	Taliyah	Zyra	Illaoi	Ashe	Kha'zix	Ryze	Miss Fortune	Maokai	Shen	Jhin	Malzahar	Syndra	Katarina	Rengar	Camille	LeBlanc	Fiora	Jayce	EULCS	0
Varus	Kha'zix	Twisted Fate	Malzahar	Nautilus	Ashe	Lee Sin	Corki	Zyra	Maokai	Ryze	Olaf	Miss Fortune	Elise	Fiora	Rengar	LeBlanc	Camille	Syndra	Orianna	NALCS	1
Varus	Kha'zix	LeBlanc	Zilean	Maokai	Jhin	Rengar	Kassadin	Malzahar	Nautilus	Zyra	Syndra	Corki	Twisted Fate	Cassiopeia	Camille	Ryze	Miss Fortune	Lulu	Karma	NALCS	0
Ashe	Kha'zix	Cassiopeia	Taric	Maokai	Jhin	Rek'Sai	Ryze	Malzahar	Fiora	Syndra	Jayce	Zyra	Elise	Lee Sin	Camille	LeBlanc	Rengar	Miss Fortune	Nami	NALCS	0
Ashe	Kha'zix	Orianna	Karma	Jayce	Varus	Lee Sin	Cassiopeia	Thresh	Poppy	Ryze	Maokai	LeBlanc	Zyra	Malzahar	Rengar	Camille	Syndra	Miss Fortune	Taric	NALCS	0
Varus	Kha'zix	Cassiopeia	Braum	Nautilus	Ashe	Rek'Sai	Ryze	Morgana	Maokai	Syndra	Zyra	Jayce	Malzahar	Karma	LeBlanc	Rengar	Camille	Taric	Thresh	NALCS	1
Ashe	Kha'zix	Syndra	Zyra	Maokai	Jhin	Ivern	Katarina	Thresh	Shen	Ryze	Poppy	Tahm Kench	Lulu	Bard	LeBlanc	Camille	Rengar	Rumble	Varus	EULCS	0
Varus	Kha'zix	Corki	Zyra	Rumble	Jhin	Zac	Orianna	Bard	Jayce	Ryze	Ivern	Shen	Katarina	Kassadin	LeBlanc	Camille	Rengar	Malzahar	Syndra	EULCS	1
Ashe	Rengar	Ryze	Malzahar	Trundle	Jhin	Lee Sin	Syndra	Alistar	Nautilus	Zyra	Rumble	Kha'zix	Jayce	Maokai	Camille	Shen	LeBlanc	Poppy	Varus	EULCS	1
Ashe	Rek'Sai	LeBlanc	Bard	Shen	Varus	Kha'zix	Corki	Tahm Kench	Jayce	Zyra	Malzahar	Ryze	Rumble	Gangplank	Rengar	Camille	Lee Sin	Jhin	Thresh	EULCS	1
Jhin	Ivern	Ryze	Malzahar	Poppy	Ashe	Rek'Sai	Kog'Maw	Karma	Maokai	Zyra	Miss Fortune	Kha'zix	Syndra	Jayce	Rengar	Camille	LeBlanc	Shen	Katarina	EULCS	1
Varus	Kha'zix	Orianna	Taric	Shen	Jhin	Ivern	Cassiopeia	Thresh	Maokai	Zyra	Malzahar	Ryze	Katarina	Tahm Kench	Rengar	Camille	LeBlanc	Syndra	Amumu	EULCS	0
Varus	Kha'zix	Cassiopeia	Thresh	Nautilus	Jhin	Lee Sin	Orianna	Karma	Maokai	Zyra	Ryze	Malzahar	Syndra	Aatrox	LeBlanc	Camille	Rengar	Fiora	Jayce	NALCS	0
Ashe	Kha'zix	Syndra	Malzahar	Nautilus	Varus	Lee Sin	Fizz	Lulu	Maokai	Zyra	Ryze	Fiora	Corki	Morgana	Camille	Rengar	LeBlanc	Karma	Thresh	NALCS	1
Ezreal	Kha'zix	Orianna	Nami	Maokai	Varus	Rek'Sai	Corki	Karma	Trundle	Malzahar	Zyra	Ryze	Fiora	Syndra	LeBlanc	Camille	Rengar	Ashe	Jhin	NALCS	1
Jhin	Lee Sin	Orianna	Zyra	Kennen	Ashe	Rek'Sai	Ryze	Karma	Jayce	Maokai	Kha'zix	Varus	Miss Fortune	Nami	Camille	Rengar	LeBlanc	Cassiopeia	Syndra	NALCS	0
Ashe	Rengar	Ryze	Zyra	Poppy	Varus	Kha'zix	Cassiopeia	Malzahar	Nautilus	Olaf	Elise	Rek'Sai	Maokai	Jhin	Camille	LeBlanc	Syndra	Fiora	Jayce	NALCS	1
Ashe	Kha'zix	Ekko	Thresh	Poppy	Varus	Lee Sin	Syndra	Lulu	Nautilus	Ryze	Malzahar	Zyra	Maokai	Karma	Rengar	LeBlanc	Camille	Fiora	Jayce	NALCS	1
Varus	Rengar	Azir	Karma	Maokai	Ashe	Kha'zix	Orianna	Thresh	Nautilus	Olaf	Elise	Rek'Sai	Syndra	Lulu	Camille	LeBlanc	Ryze	Malzahar	Zyra	NALCS	1
Varus	Lee Sin	Ryze	Karma	Maokai	Ashe	Rek'Sai	Corki	Zyra	Nautilus	Jayce	Twisted Fate	LeBlanc	Anivia	Cassiopeia	Camille	Rengar	Kha'zix	Malzahar	Fiora	NALCS	1
Ashe	Kha'zix	Twisted Fate	Miss Fortune	Swain	Ezreal	Rek'Sai	Cassiopeia	Zyra	Maokai	Lee Sin	Varus	Ryze	Jhin	Syndra	Rengar	Camille	LeBlanc	Fiora	Jayce	NALCS	1
Jhin	Kha'zix	Ryze	Karma	Nautilus	Ashe	Lee Sin	Anivia	Zyra	Maokai	Jayce	Twisted Fate	LeBlanc	Rek'Sai	Graves	Camille	Rengar	Varus	Malzahar	Fiora	NALCS	0
Jhin	Kha'zix	Corki	Bard	Shen	Varus	Rek'Sai	Orianna	Tahm Kench	Maokai	Zyra	Malzahar	Jayce	Rumble	Poppy	Camille	Rengar	LeBlanc	Taliyah	Ryze	EULCS	1
Varus	Kha'zix	Corki	Lulu	Rumble	Caitlyn	Olaf	Ryze	Malzahar	Jayce	Shen	Camille	Ivern	Ashe	Jhin	LeBlanc	Zyra	Rengar	Poppy	Maokai	EULCS	0
Ashe	Kha'zix	Taliyah	Nautilus	Maokai	Varus	Nocturne	Ryze	Karma	Shen	Jayce	Zyra	Malzahar	Fiora	Elise	Rengar	Camille	LeBlanc	Syndra	Cassiopeia	EULCS	1
Sivir	Rengar	Ryze	Karma	Rumble	Ashe	Kha'zix	Orianna	Nautilus	Maokai	Zyra	Malzahar	Jayce	Syndra	Cassiopeia	LeBlanc	Camille	Shen	Fiora	Poppy	EULCS	1
Ashe	Kha'zix	Ryze	Zyra	Shen	Varus	Rek'Sai	Syndra	Miss Fortune	Maokai	Jayce	Malzahar	Sivir	Fiora		Rengar	Camille	LeBlanc	Poppy	Illaoi	EULCS	1
Ezreal	Kha'zix	Cassiopeia	Karma	Maokai	Varus	Lee Sin	Syndra	Thresh	Poppy	Malzahar	Ashe	Zyra	Darius	Illaoi	LeBlanc	Rengar	Camille	Jhin	Ziggs	CBLoL	1
Ashe	Lee Sin	Cassiopeia	Malzahar	Fiora	Ezreal	Kha'zix	Orianna	Karma	Maokai	Zyra	Miss Fortune	Syndra	Varus	Jhin	LeBlanc	Camille	Rengar	Darius	Illaoi	CBLoL	0
Varus	Lee Sin	Orianna	Miss Fortune	Nautilus	Ashe	Elise	Ekko	Malzahar	Jayce	Ryze	Kha'zix	Camille	Cassiopeia	Fiora	LeBlanc	Rengar	Rek'Sai	Syndra	Shen	CBLoL	0
