blue_ADC_champion	blue_Jungle_champion	blue_Middle_champion	blue_Support_champion	blue_Top_champion	red_ADC_champion	red_Jungle_champion	red_Middle_champion	red_Support_champion	red_Top_champion	blue_ban1	blue_ban2	blue_ban3	blue_ban4	blue_ban5	red_ban1	red_ban2	red_ban3	red_ban4	red_ban5	league	blue_win
Sivir	Olaf	Taliyah	Thresh	Sion	Ezreal	Skarner	Azir	Braum	Ornn	Xayah	Camille	Trundle	Cassiopeia	Tristana	Ryze	Swain	Caitlyn	Varus	Ziggs	EULCS	1
Jinx	Trundle	Taliyah	Thresh	Ornn	Tristana	Ivern	Cassiopeia	Braum	Sion	Xayah	Camille	Skarner	Zac	Kha'zix	Ryze	Swain	Caitlyn	Varus	Sivir	EULCS	0
Tristana	Sejuani	Karma	Braum	Sion	Jinx	Zac	Ryze	Tahm Kench	Cho'gath	Camille	Trundle	Olaf	Fiora	Gangplank	Xayah	Swain	Skarner	Cassiopeia	Azir	EULCS	1
Varus	Olaf	Karma	Tahm Kench	Gangplank	Sivir	Skarner	Zoe	Braum	Sion	Xayah	Tristana	Trundle	Ezreal	Ryze	Camille	Swain	Fiora	Jinx	Cassiopeia	EULCS	0
Tristana	Skarner	Ryze	Janna	Sion	Sivir	Zac	Cassiopeia	Karma	Ornn	Camille	Olaf	Trundle	Fiora	Gangplank	Xayah	Swain	Braum	Zoe	Thresh	EULCS	1
Varus	Olaf	Taliyah	Nami	Ornn	Caitlyn	Skarner	Azir	Tahm Kench	Sion	Xayah	Ryze	Trundle	Morgana	Thresh	Gangplank	Swain	Camille	Cho'gath	Braum	NALCS	1
Caitlyn	Trundle	Swain	Tahm Kench	Cho'gath	Ashe	Olaf	Cassiopeia	Nami	Camille	Gangplank	Azir	Taliyah	Varus	Jhin	Xayah	Ornn	Sion	Braum	Morgana	NALCS	0
Kalista	Sejuani	Azir	Tahm Kench	Camille	Varus	Skarner	Zoe	Braum	Ornn	Xayah	Ryze	Trundle	Taliyah	Orianna	Gangplank	Swain	Olaf	Ashe	Morgana	NALCS	1
Tristana	Skarner	Ryze	Alistar	Ornn	Caitlyn	Sejuani	Azir	Braum	Singed	Tahm Kench	Gangplank	Cassiopeia	Morgana	Camille	Swain	Trundle	Olaf	Cho'gath	Thresh	NALCS	0
Tristana	Trundle	Azir	Morgana	Sion	Ezreal	Skarner	Taliyah	Braum	Ornn	Gangplank	Caitlyn	Xayah	Varus	Cho'gath	Swain	Tahm Kench	Olaf	Alistar	Taric	NALCS	1
Caitlyn	Sejuani	Ryze	Thresh	Gnar	Jhin	Skarner	Azir	Braum	Maokai	Tahm Kench	Trundle	Cassiopeia	Ornn	Sion	Swain	Gangplank	Olaf	Morgana	Cho'gath	NALCS	0
Varus	Trundle	Galio	Alistar	Camille	Kalista	Olaf	Taliyah	Braum	Gangplank	Ryze	Azir	Swain	Gnar	Kog'Maw	Xayah	Caitlyn	Leona	LeBlanc	Sion	LCK	0
Ezreal	Olaf	Azir	Braum	Camille	Varus	Skarner	Vel'koz	Rakan	Malphite	Tahm Kench	Morgana	Gangplank	Thresh	Alistar	Ryze	Swain	Xayah	Kalista	Kog'Maw	LCK	0
Kai'Sa	Olaf	Karma	Alistar	Ornn	Varus	Sejuani	Taliyah	Tahm Kench	Shen	Ryze	Azir	Swain	Gangplank	Gnar	Caitlyn	Xayah	Ezreal	LeBlanc	Camille	LCK	1
Xayah	Gragas	Taliyah	Rakan	Shen	Caitlyn	Sejuani	Yasuo	Morgana	Ornn	Skarner	Trundle	Karma	Azir	Gangplank	Ryze	Swain	Olaf	Gnar	Jarvan IV	LCK	0
Ezreal	Nidalee	Cassiopeia	Braum	Shen	Varus	Trundle	Anivia	Tahm Kench	Swain	Camille	Ryze	Sion	Jhin	Syndra	Azir	Xayah	Caitlyn	Jayce	Gnar	CBLoL	1
Caitlyn	Skarner	Taliyah	Alistar	Gnar	Jinx	Olaf	Karma	Trundle	Sion	Swain	Xayah	Azir	Cassiopeia	Vladimir	Camille	Ezreal	Ryze	Jayce	Thresh	CBLoL	1
Caitlyn	Nocturne	Taliyah	Alistar	Jayce	Varus	Skarner	Azir	Leona	Poppy	Camille	Ryze	Sion	Braum	Thresh	Xayah	Ezreal	Swain	Trundle	Olaf	CBLoL	1
Jinx	Trundle	Ryze	Thresh	Gangplank	Tristana	Kha'zix	Azir	Morgana	Swain	Xayah	Alistar	Ezreal	Cassiopeia	Gnar	Camille	Sion	Caitlyn	Jhin	Jayce	CBLoL	1
Ezreal	Trundle	Zoe	Taric	Swain	Caitlyn	Skarner	Taliyah	Thresh	Gangplank	Camille	Ryze	Sion	Cassiopeia	Jayce	Xayah	Alistar	Azir	Braum	Tahm Kench	CBLoL	1
Varus	Gragas	Azir	Tahm Kench	Sion	Kai'Sa	Skarner	Zoe	Alistar	Gnar	Nidalee	Swain	Olaf	Gangplank	Taliyah	Karma	Rakan	Trundle	Zac	Sejuani	LCK	1
Kai'Sa	Sejuani	Sion	Morgana	Cho'gath	Varus	Trundle	Galio	Alistar	Maokai	Karma	Rakan	Gangplank	Anivia	Gnar	Swain	Tahm Kench	Olaf	Nidalee	Jayce	LCK	1
Jhin	Skarner	Azir	Tahm Kench	Sion	Kai'Sa	Trundle	Taliyah	Morgana	Cho'gath	Nidalee	Olaf	Swain	Gangplank	Zoe	Karma	Rakan	Zac	Vayne	Varus	LCK	0
Kai'Sa	Sejuani	Taliyah	Morgana	Jayce	Kog'Maw	Gragas	Azir	Tahm Kench	Camille	Karma	Rakan	Gangplank	Zac	Skarner	Swain	Olaf	Sion	Cho'gath	Alistar	LCK	1
Kai'Sa	Olaf	Orianna	Shen	Camille	Ezreal	Skarner	Ryze	Tahm Kench	Ornn	Swain	Sion	Trundle	Cho'gath	Braum	Galio	Rakan	Caitlyn	Cassiopeia	Taliyah	TCL	1
Ezreal	Olaf	Taliyah	Braum	Gnar	Caitlyn	Skarner	Zoe	Taric	Gangplank	Swain	Sion	Trundle	Tahm Kench	Morgana	Galio	Rakan	Camille	Jhin	Ashe	TCL	1
Caitlyn	Skarner	Taliyah	Alistar	Ornn	Ashe	Sejuani	Orianna	Thresh	Camille	Galio	Rakan	Gnar	Shen	Braum	Trundle	Olaf	Zac	Tahm Kench	Morgana	TCL	1
Kai'Sa	Camille	Cassiopeia	Shen	Gangplank	Xayah	Sejuani	Ryze	Rakan	Vladimir	Trundle	Taliyah	Zac	Ornn	Sion	Galio	Olaf	Skarner	Jarvan IV	Orianna	TCL	1
Jhin	Olaf	Taliyah	Thresh	Renekton	Caitlyn	Trundle	Azir	Braum	Swain	Camille	Tristana	Sion	Janna	Morgana	Galio	Rakan	Kha'zix	Jax	Tahm Kench	TCL	0
Tristana	Zac	Azir	Alistar	Cho'gath	Kalista	Olaf	Orianna	Braum	Sion	Galio	Rakan	Kha'zix	Jax	Gnar	Taliyah	Swain	Caitlyn	Trundle	Skarner	TCL	1
Caitlyn	Trundle	Ryze	Morgana	Ornn	Ashe	Skarner	Azir	Thresh	Vladimir	Galio	Rakan	Kha'zix	Jax	Gnar	Taliyah	Swain	Sion	Braum	Tahm Kench	TCL	1
Ezreal	Trundle	Cassiopeia	Braum	Gnar	Kai'Sa	Elise	Zoe	Alistar	Swain	Caitlyn	Sion	Olaf	Skarner	Sejuani	Taliyah	Camille	Ryze	Tristana	Ornn	TCL	1
Ezreal	Trundle	Cassiopeia	Tahm Kench	Shen	Kai'Sa	Elise	Azir	Thresh	Ornn	Caitlyn	Sion	Olaf	Zoe	Orianna	Taliyah	Camille	Braum	Tristana	Gnar	TCL	0
Vayne	Skarner	Azir	Braum	Ornn	Kai'Sa	Zac	Vladimir	Tahm Kench	Maokai	Caitlyn	Sion	Trundle	Gnar	Gangplank	Taliyah	Camille	Olaf	Cassiopeia	Tristana	TCL	0
Kai'Sa	Trundle	Ryze	Tahm Kench	Gnar	Tristana	Olaf	Swain	Morgana	Gangplank	Taliyah	Braum	Cassiopeia	Orianna	Janna	Sion	Camille	Ornn	Thresh	Karma	TCL	1
Caitlyn	Trundle	Ryze	Janna	Cho'gath	Kai'Sa	Lee Sin	Anivia	Braum	Gnar	Rakan	Cassiopeia		Gangplank	Ornn	Swain	Taliyah	Camille	Morgana	Alistar	TCL	0
Caitlyn	Jax	Zoe	Braum	Ornn	Tristana	Trundle	Azir	Alistar	Vladimir	Camille	Swain	Taliyah	Sion	Ryze	Rakan	Cassiopeia	Kai'Sa	Gnar	Anivia	TCL	1
Kai'Sa	Zac	Zoe	Thresh	Sion	Tristana	Rek'Sai	Ryze	Tahm Kench	Maokai	Rakan	Cassiopeia	Caitlyn	Gnar	Trundle	Swain	Taliyah	Camille	Fiora	Cho'gath	TCL	0
Caitlyn	Olaf	Ryze	Thresh	Sion	Kai'Sa	Trundle	Azir	Tahm Kench	Ornn	Swain	Xayah	Taliyah	Morgana	Alistar	Gnar	Braum	Cassiopeia	Galio	Orianna	TCL	0
Varus	Olaf	Ryze	Morgana	Ornn	Tristana	Trundle	Anivia	Thresh	Swain	Caitlyn	Xayah	Taliyah	Alistar	Camille	Gnar	Braum	Kai'Sa	Azir	Orianna	TCL	0
Kai'Sa	Camille	Cassiopeia	Shen	Sion	Caitlyn	Skarner	Karma	Tahm Kench	Fiora	Taliyah	Trundle	Ornn	Azir	Orianna	Gnar	Olaf	Braum	Janna	Morgana	TCL	0
