blue_ADC_champion	blue_Jungle_champion	blue_Middle_champion	blue_Support_champion	blue_Top_champion	red_ADC_champion	red_Jungle_champion	red_Middle_champion	red_Support_champion	red_Top_champion	blue_ban1	blue_ban2	blue_ban3	blue_ban4	blue_ban5	red_ban1	red_ban2	red_ban3	red_ban4	red_ban5	league	blue_win
Tristana	Sejuani	Corki	Braum	Ryze	Ezreal	Zac	Galio	Tahm Kench	Gangplank	Kalista	Zoe	Skarner	Kha'zix	Jarvan IV	Varus	Alistar	Camille	Gnar	Swain	CBLoL	0
Ezreal	Gragas	Ryze	Tahm Kench	Gangplank	Tristana	Zac	Cassiopeia	Alistar	Jayce	Varus	Taric	Camille	Swain	Gnar	Kalista	Zoe	Galio	Taliyah	Syndra	CBLoL	1
Tristana	Olaf	Galio	Taric	Gnar	Ezreal	Skarner	Lucian	Braum	Cho'gath	Ornn	Tahm Kench	Corki	Cassiopeia	Kassadin	Camille	Gangplank	Zoe	Zac	Kha'zix	CBLoL	1
Varus	Gragas	Syndra	Alistar	Gangplank	Ezreal	Sejuani	Fizz	Taric	Gnar	Camille	Zoe	Galio	Kassadin	Ryze	Tahm Kench	Tristana	Ornn	Cassiopeia	Azir	CBLoL	0
Ezreal	Zac	Zoe	Braum	Gnar	Varus	Jax	Galio	Alistar	Camille	Azir	Ornn	Tristana	Taric	Kha'zix	Gangplank	Skarner	Sejuani	Rengar	Tahm Kench	NALCS	0
Tristana	Jax	Zoe	Braum	Yasuo	Jinx	Sejuani	Taliyah	Morgana	Gnar	Skarner	Galio	Ryze	Varus	Xayah	Gangplank	Kalista	Zac	Camille	Vladimir	NALCS	1
Ezreal	Sejuani	Orianna	Taric	Gnar	Tristana	Skarner	Taliyah	Braum	Ornn	Galio	Ryze	Azir	Camille	Varus	Gangplank	Alistar	Zoe	Corki	Cassiopeia	NALCS	1
Varus	Skarner	Orianna	Braum	Ornn	Ezreal	Sejuani	Vladimir	Morgana	Gnar	Ryze	Taliyah	Galio	Alistar	Aurelion Sol	Zoe	Gangplank	Azir	Kalista	Caitlyn	NALCS	1
Draven	Skarner	Viktor	Braum	Gnar	Kalista	Jax	Taliyah	Alistar	Camille	Galio	Corki	Gangplank	Shen	Twisted Fate	Zoe	Azir	Ryze	Varus	Ezreal	NALCS	1
Xayah	Skarner	Zoe	Rakan	Camille	Tristana	Sejuani	Azir	Taric	Gnar	Ryze	Galio	Taliyah	Alistar	Tahm Kench	Gangplank	Varus	Ornn	Caitlyn	Shen	NALCS	1
Varus	Skarner	Orianna	Braum	Gnar	Tristana	Sejuani	Corki	Taric	Sion	Azir	Galio	Ornn	Morgana	Ryze	Gangplank	Zoe	Camille	Tahm Kench	Viktor	NALCS	1
Kalista	Sejuani	Vladimir	Tahm Kench	Gangplank	Ezreal	Jarvan IV	Orianna	Alistar	Lucian	Skarner	Gnar	Ryze	Taliyah	Camille	Zoe	Azir	Tristana	Taric	Braum	NALCS	1
Tristana	Jax	Ryze	Bard	Sion	Ezreal	Sejuani	Corki	Taric	Gnar	Galio	Kalista	Aurelion Sol	Orianna	Braum	Zoe	Skarner	Gangplank	Ornn	Alistar	NALCS	1
Caitlyn	Skarner	Azir	Janna	Gnar	Draven	Sejuani	Syndra	Braum	Sion	Orianna	Ornn	Kalista	Viktor	Camille	Zoe	Gangplank	Galio	Taric	Tahm Kench	NALCS	1
Kalista	Jarvan IV	Azir	Rakan	Vladimir	Caitlyn	Jax	Veigar	Ziggs	Urgot	Katarina	Zoe	Ornn	Alistar	Tahm Kench	Sejuani	Gangplank	Braum	Taric	Camille	TCL	1
Kalista	Gragas	Gangplank	Kennen	Vladimir	Tristana	Camille	Galio	Taric	Gnar	Taliyah	Ryze	Jarvan IV	Alistar	Jax	Sejuani	Zac	Zoe	Azir	Cassiopeia	TCL	1
Tristana	Sejuani	Viktor	Nami	Vladimir	Ziggs	Lee Sin	Taliyah	Tahm Kench	Jayce	Kalista	Gangplank	Jarvan IV	Caitlyn	Kog'Maw	Azir	Zoe	Galio	Janna	Braum	TCL	0
Tristana	Camille	Orianna	Shen	Vladimir	Varus	Sejuani	Aurelion Sol	Taric	Gnar	Gangplank	Nidalee	Taliyah	Azir	Tahm Kench	Zoe	Kalista	Ryze	Alistar	Janna	TCL	1
Jinx	Lee Sin	Azir	Braum	Ornn	Ezreal	Gragas	Veigar	Janna	Gnar	Sejuani	Zoe	Nunu	Zac	Gangplank	Ryze	Kalista	Jarvan IV	Tristana	Varus	TCL	0
Ezreal	Jax	Taliyah	Braum	Urgot	Tristana	Zac	Viktor	Tahm Kench	Vladimir	Sejuani	Galio	Nunu	Camille	Gnar	Zoe	Kalista	Azir	Sion	Katarina	TCL	0
Tristana	Gragas	Taliyah	Shen	Urgot	Varus	Lee Sin	Cassiopeia	Tahm Kench	Ornn	Gangplank	Kalista	Sejuani	Gnar	Jarvan IV	Azir	Zoe	Camille	Vladimir	Cho'gath	TCL	1
Tristana	Sejuani	Aurelion Sol	Braum	Gnar	Ezreal	Skarner	Corki	Taric	Gangplank	Zoe	Taliyah	Kalista	Cassiopeia	Kassadin	Azir	Camille	Galio	Ryze	Viktor	TCL	1
Caitlyn	Nunu	Azir	Taric	Cho'gath	Tristana	Jax	Kassadin	Alistar	Vladimir	Katarina	Gangplank	Veigar	Braum	Taliyah	Sejuani	Galio	Zoe	Camille	Ornn	TCL	1
Varus	Sejuani	Galio	Taric	Camille	Caitlyn	Gragas	Illaoi	Braum	Cho'gath	Gangplank	Azir	Ezreal	Janna	Morgana	Kalista	Tahm Kench	Zoe	Tristana	Xayah	TCL	0
Caitlyn	Jarvan IV	Ryze	Braum	Ornn	Tristana	Jax	Galio	Alistar	Camille	Nunu	Zoe	Gnar	Sejuani	Zac	Kalista	Taliyah	Azir	Ezreal	Xayah	TCL	1
Tristana	Jax	Galio	Tahm Kench	Camille	Xayah	Skarner	Cassiopeia	Rakan	Malphite	Gangplank	Azir	Sejuani	Fiora	Ornn	Kalista	Zoe	Jarvan IV	Braum	Alistar	TCL	0
Caitlyn	Skarner	Taliyah	Janna	Gangplank	Tristana	Zac	LeBlanc	Braum	Ornn	Zoe	Azir	Camille	Kassadin	Katarina	Sejuani	Galio	Gnar	Alistar	Varus	TCL	1
Caitlyn	Skarner	Zoe	Tahm Kench	Gnar	Ezreal	Sejuani	Gangplank	Lulu	Ornn	Azir	Vladimir	Camille	Ryze	Janna	Kalista	Taliyah	Jarvan IV	Zac	Braum	TCL	0
Ezreal	Zac	Galio	Braum	Sion	Varus	Sejuani	Lucian	Taric	Ornn	Gnar	Ryze	Gangplank	Corki	Zoe	Vladimir	Camille	Kha'zix	Jarvan IV	Rengar	LCK	1
Kalista	Camille	Zoe	Shen	Cho'gath	Varus	Jarvan IV	Ryze	Alistar	Sion	Ezreal	Galio	Kha'zix	Trundle	Taric	Gnar	Gangplank	Ornn	Tahm Kench	Braum	LCK	1
Xayah	Jarvan IV	Zoe	Rakan	Gangplank	Varus	Camille	Taliyah	Tahm Kench	Vladimir	Gnar	Ryze	Kalista	Alistar	Braum	Ezreal	Galio	Kha'zix	Zac	Sejuani	LCK	1
Varus	Zac	Zoe	Taric	Camille	Caitlyn	Kha'zix	Malzahar	Braum	Gnar	Sejuani	Galio	Ryze	Jarvan IV	Nidalee	Ezreal	Gangplank	Rakan	Alistar	Cho'gath	LCK	0
Caitlyn	Kha'zix	Ryze	Braum	Sion	Tristana	Sejuani	Zoe	Janna	Cho'gath	Kalista	Varus	Xayah	Alistar	Taric	Galio	Ezreal	Gangplank	Skarner	Gnar	LCK	1
Varus	Nidalee	Zoe	Tahm Kench	Sion	Kalista	Skarner	Taliyah	Braum	Gnar	Caitlyn	Kha'zix	Ryze	Ornn	Alistar	Galio	Gangplank	Sejuani	Camille	Jax	LCK	0
Varus	Camille	Galio	Tahm Kench	Vladimir	Ezreal	Poppy	Corki	Ornn	Gnar	Gangplank	Sejuani	Azir	Alistar	Braum	Kalista	Skarner	Ryze	Taric	Xayah	LCK	1
Ezreal	Zac	Azir	Rakan	Cho'gath	Xayah	Sejuani	Ekko	Thresh	Gangplank	Jarvan IV	Camille	Kalista	Alistar	Braum	Sion	Zoe	Skarner	Vladimir	Gnar	LCK	0
Xayah	Nidalee	Zoe	Rakan	Gnar	Varus	Kha'zix	Azir	Braum	Gangplank	Skarner	Sion	Malzahar	Ezreal	Tahm Kench	Jarvan IV	Kalista	Vladimir	Camille	Sejuani	LCK	1
Varus	Skarner	Galio	Thresh	Gangplank	Kalista	Sejuani	Corki	Taric	Gnar	Azir	Cassiopeia	Alistar	Braum	Tahm Kench	Zoe	Ryze	Camille	Rakan	Tristana	NALCS	1
Kalista	Zac	Vel'koz	Rakan	Gnar	Ezreal	Sejuani	Azir	Taric	Sion	Varus	Galio	Ornn	Alistar	Braum	Zoe	Gangplank	Skarner	Tahm Kench	Thresh	NALCS	0
Ezreal	Kha'zix	Galio	Braum	Camille	Kalista	Sejuani	Fiora	Zilean	Vladimir	Ryze	Gangplank	Zac	Shen	Tahm Kench	Skarner	Azir	Zoe	Tristana	Jarvan IV	NALCS	1
Varus	Skarner	Ryze	Braum	Gnar	Tristana	Sejuani	Orianna	Tahm Kench	Camille	Azir	Viktor	Syndra	Kalista	Xayah	Zoe	Gangplank	Galio	Shen	Fiora	NALCS	0
Ezreal	Sejuani	Azir	Braum	Gnar	Kalista	Zac	Ryze	Tahm Kench	Camille	Gangplank	Galio	Rakan	Taric	Ornn	Zoe	Skarner	Sion	Tristana	Varus	NALCS	1
Tristana	Sejuani	Viktor	Taric	Camille	Ezreal	Kha'zix	Ryze	Braum	Gnar	Galio	Azir	Taliyah	Jax	Zac	Skarner	Gangplank	Zoe	Tahm Kench	Rakan	NALCS	0
Caitlyn	Nidalee	Zoe	Janna	Camille	Tristana	Jax	Ryze	Blitzcrank	Gnar	Thresh	Varus	Sejuani	Alistar	Braum	Skarner	Gangplank	Galio	Ornn	Sion	NALCS	0
Kalista	Sejuani	Ryze	Tahm Kench	Yasuo	Varus	Kha'zix	Galio	Alistar	Camille	Skarner	Sion	Tristana	Ezreal	Xayah	Zoe	Gangplank	Azir	Fiora	Braum	NALCS	1
Kalista	Sejuani	Twisted Fate	Braum	Fiora	Varus	Kha'zix	Ryze	Tahm Kench	Ornn	Camille	Galio	Illaoi	Jax	Gnar	Gangplank	Skarner	Zoe	Alistar	Thresh	NALCS	0
Tristana	Sejuani	Taliyah	Braum	Kled	Varus	Lee Sin	Corki	Morgana	Ornn	Galio	Azir	Gnar	Kha'zix	Zac	Skarner	Zoe	Gangplank	Illaoi	Ryze	NALCS	1
Ezreal	Sejuani	Orianna	Braum	Gangplank	Tristana	Jarvan IV	Ryze	Alistar	Gnar	Xayah	Vladimir	Zoe	Ornn	Jax	Skarner	Camille	Caitlyn	Tahm Kench	Varus	EULCS	0
Tristana	Jax	Azir	Taric	Gnar	Varus	Zac	Corki	Tahm Kench	Camille	Zoe	Kalista	Galio	Jinx	Ryze	Gangplank	Skarner	Braum	Sejuani	Janna	EULCS	0
Xayah	Skarner	Veigar	Rakan	Cho'gath	Caitlyn	Sejuani	Azir	Zilean	Gnar	Camille	Zoe	Galio	Braum	Alistar	Tristana	Gangplank	Tahm Kench	Corki	Ornn	EULCS	1
Tristana	Jarvan IV	Azir	Alistar	Ornn	Kalista	Zac	Corki	Thresh	Gangplank	Galio	Sejuani	Skarner	Braum	Tahm Kench	Zoe	Ryze	Camille	Gnar	Lucian	EULCS	0
Tristana	Zac	Ryze	Taric	Trundle	Ezreal	Sejuani	Azir	Tahm Kench	Sion	Kalista	Xayah	Gangplank	Braum	Camille	Zoe	Galio	Skarner	Ornn	Cho'gath	EULCS	1
Tristana	Kha'zix	Azir	Tahm Kench	Ornn	Xayah	Sejuani	Corki	Rakan	Gnar	Camille	Caitlyn	Gangplank	Ezreal	Braum	Zoe	Skarner	Ryze	Jarvan IV	Zac	EULCS	1
Xayah	Sejuani	Corki	Rakan	Camille	Kalista	Zac	Azir	Taric	Gangplank	Tahm Kench	Tristana	Ryze	Thresh	Kassadin	Taliyah	Skarner	Zoe	Caitlyn	Alistar	EULCS	1
Xayah	Jax	Galio	Braum	Camille	Tristana	Zac	Ryze	Taric	Gangplank	Zoe	Jinx	Kalista	Alistar	Azir	Skarner	Caitlyn	Sejuani	Rakan	Janna	EULCS	1
Varus	Sejuani	Ryze	Alistar	Gangplank	Sivir	Skarner	Viktor	Braum	Vladimir	Jarvan IV	Xayah	Tristana	Ezreal	Azir	Zoe	Camille	Zac	Tahm Kench	Taric	EULCS	0
Ezreal	Zac	Zoe	Shen	Camille	Kalista	Jarvan IV	Kassadin	Tahm Kench	Rumble	Ryze	Skarner	Gangplank	Jax	Fiora	Tristana	Galio	Sejuani	Braum	Alistar	EULCS	1
Jinx	Jax	Zoe	Braum	Ornn	Tristana	Sejuani	Taliyah	Taric	Gnar	Kha'zix	Ezreal	Camille	Alistar	Tahm Kench	Gangplank	Ryze	Skarner	Varus	Zac	NAAc	1
Varus	Skarner	Ryze	Tahm Kench	Gnar	Ezreal	Sejuani	Azir	Braum	Sion	Jax	Zoe	Galio	Ornn	Lulu	Gangplank	Alistar	Camille	Tristana	Xayah	NAAc	1
Kog'Maw	Jarvan IV	Orianna	Tahm Kench	Gangplank	Ezreal	Sejuani	Vladimir	Brand	Gnar	Ryze	Zoe	Taliyah	Braum	Corki	Skarner	Azir	Camille	Evelynn	Jax	NAAc	0
Ezreal	Sejuani	Ryze	Alistar	Ornn	Varus	Rek'Sai	Cassiopeia	Taric	Riven	Azir	Galio	Janna	Braum	Gangplank	Zoe	Skarner	Camille	Tristana	Xayah	NAAc	0
Varus	Kha'zix	Syndra	Taric	Gnar	Kalista	Sejuani	Azir	Braum	Ornn	Camille	Galio	Ezreal	Tristana	Xayah	Zoe	Skarner	Gangplank	Zac	Jax	NAAc	1
Varus	Warwick	Syndra	Taric	Gnar	Kog'Maw	Kha'zix	Azir	Braum	Ornn	Evelynn	Camille	Galio	Tristana	Xayah	Zoe	Skarner	Gangplank	Tahm Kench	Alistar	NAAc	0
Xayah	Sejuani	Ryze	Rakan	Camille	Caitlyn	Kha'zix	Zoe	Braum	Poppy	Ornn	Sion	Yorick	Malphite	Shen	Galio	Skarner	Ezreal	Alistar	Tahm Kench	NAAc	0
Varus	Sejuani	Galio	Braum	Camille	Ezreal	Jax	Cassiopeia	Janna	Maokai	Alistar	Zac	Kha'zix	Gnar	Ornn	Zoe	Skarner	Azir	Taric	Xayah	NAAc	1
Ezreal	Lee Sin	Ryze	Braum	Sion	Jinx	Sejuani	Azir	Tahm Kench	Gnar	Gangplank	Alistar	Camille	Tristana	Varus	Skarner	Jax	Zoe	Kha'zix	Ornn	NAAc	0
Caitlyn	Zac	Taliyah	Alistar	Gangplank	Ezreal	Xin Zhao	Azir	Braum	Camille	Sejuani	Ryze	Zoe	Jax	Jarvan IV	Skarner	Galio	Varus	Tristana	Xayah	NAAc	0
Kalista	Skarner	Zoe	Thresh	Ornn	Ezreal	Sejuani	Azir	Taric	Gangplank	Ryze	Taliyah	Galio	Braum	Tahm Kench	Alistar	Varus	Blitzcrank	Vladimir	Gnar	LCK	1
Ezreal	Jarvan IV	Azir	Tahm Kench	Vladimir	Caitlyn	Sejuani	Corki	Bard	Kassadin	Skarner	Kalista	Gangplank	Braum	Taric	Zoe	Galio	Ryze	Kha'zix	Gnar	LCK	1
Kalista	Sejuani	Corki	Rakan	Gnar	Ezreal	Kha'zix	Orianna	Tahm Kench	Ornn	Galio	Ryze	Taliyah	Gangplank	Zac	Skarner	Zoe	Azir	Camille	Braum	LCK	1
Ezreal	Sejuani	Ryze	Tahm Kench	Sion	Varus	Camille	Azir	Braum	Gnar	Gangplank	Kalista	Skarner	Caitlyn	Xayah	Zoe	Galio	Alistar	Zac	Kha'zix	LCK	0
Varus	Sejuani	Azir	Taric	Gnar	Kalista	Skarner	Viktor	Tahm Kench	Ornn	Galio	Zoe	Camille	Taliyah	LeBlanc	Gangplank	Ryze	Ezreal	Braum	Nidalee	LCK	1
Xayah	Sejuani	Corki	Rakan	Camille	Kalista	Skarner	Azir	Alistar	Jax	Ezreal	Galio	Ryze	Thresh	Tahm Kench	Gangplank	Zoe	Gnar	Vladimir	Ekko	LCK	0
Ezreal	Zac	Azir	Taric	Gnar	Caitlyn	Sejuani	Karma	Thresh	Camille	Kalista	Skarner	Gangplank	Kassadin	LeBlanc	Zoe	Galio	Ryze	Kha'zix	Jarvan IV	LCK	1
Ezreal	Jax	Ryze	Taric	Sion	Varus	Skarner	Syndra	Braum	Ornn	Gangplank	Sejuani	Kalista	Taliyah	Azir	Galio	Zoe	Kha'zix	Alistar	Tahm Kench	LCK	0
Ezreal	Camille	Galio	Shen	Gnar	Kalista	Sejuani	Taliyah	Braum	Gangplank	Ryze	Kha'zix	Zac	Alistar	Jayce	Zoe	Skarner	Varus	Ornn	Taric	LCK	0
Kalista	Jax	Taliyah	Tahm Kench	Jayce	Varus	Jarvan IV	Corki	Alistar	Sion	Gangplank	Skarner	Ryze	LeBlanc	Syndra	Galio	Sejuani	Kha'zix	Zac	Braum	LCK	1
Varus	Skarner	Zoe	Tahm Kench	Lucian	Xayah	Jarvan IV	Malzahar	Rakan	Gnar	Gangplank	Sejuani	Jax	Azir	Ryze	Kalista	Galio	Ezreal	Taliyah	Sion	LCK	0
Ezreal	Zac	Zoe	Tahm Kench	Gnar	Kalista	Nidalee	Taliyah	Taric	Gangplank	Camille	Skarner	Kha'zix	Braum	Sejuani	Ryze	Galio	Azir	Alistar	Jarvan IV	LCK	0
Caitlyn	Skarner	Ryze	Taric	Trundle	Varus	Jax	Azir	Braum	Cho'gath	Gangplank	Sejuani	Xayah	Jarvan IV	Zac	Galio	Kalista	Ezreal	Kog'Maw	Gnar	LCK	0
Kalista	Zac	Corki	Tahm Kench	Gangplank	Ezreal	Skarner	Azir	Taric	Fiora	Alistar	Gnar	Vladimir	Camille	Braum	Xayah	Zoe	Varus	Sejuani	Jax	LCK	1
Ezreal	Skarner	Azir	Braum	Ornn	Xayah	Sejuani	Corki	Rakan	Maokai	Gangplank	Sion	Varus	Zac	Vladimir	Alistar	Zoe	Kalista	Gnar	Leona	LCK	0
Varus	Jarvan IV	Zoe	Taric	Gnar	Kalista	Kha'zix	Malzahar	Alistar	Maokai	Sejuani	Braum	Azir	Gangplank	Sion	Camille	Ezreal	Tahm Kench	Caitlyn	Tristana	LMS	0
Xayah	Skarner	Taliyah	Alistar	Gangplank	Caitlyn	Sejuani	Karma	Taric	Gnar	Camille	Ezreal	Tahm Kench	Braum	Ryze	Malzahar	Kalista	Zoe	Varus	Tristana	LMS	1
Tristana	Sejuani	Ryze	Alistar	Gnar	Kalista	Skarner	Taliyah	Braum	Camille	Gangplank	Ezreal	Kha'zix	Zac	Jarvan IV	Zoe	Ornn	Azir	Xayah	Varus	LMS	1
Tristana	Sejuani	Taliyah	Braum	Sion	Caitlyn	Zac	Ryze	Alistar	Fiora	Ornn	Azir	Corki	Camille	Varus	Ezreal	Gangplank	Zoe	Kalista	Gnar	LMS	0
Ezreal	Skarner	Taliyah	Alistar	Gnar	Tristana	Jarvan IV	Ryze	Braum	Vladimir	Gangplank	Kalista	Sejuani	Kha'zix	Zac	Zoe	Azir	Galio	Camille	Caitlyn	LMS	0
Jinx	Sejuani	Corki	Tahm Kench	Sion	Caitlyn	Zac	Kassadin	Braum	Ornn	Gangplank	Skarner	Ryze	Kalista	Gnar	Zoe	Azir	Galio	Varus	Tristana	LMS	0
Kalista	Skarner	Azir	Thresh	Ornn	Ezreal	Kha'zix	LeBlanc	Tahm Kench	Vladimir	Zoe	Galio	Ryze	Kassadin	Malzahar	Zac	Gangplank	Sejuani	Braum	Taric	LMS	0
Kalista	Camille	Azir	Taric	Gnar	Caitlyn	Sejuani	Veigar	Tahm Kench	Gangplank	Skarner	Zac	Galio	Ryze	Malzahar	Zoe	Kha'zix	Ezreal	Vladimir	Braum	LMS	1
Kalista	Kha'zix	Corki	Alistar	Maokai	Varus	Jarvan IV	Galio	Braum	Gnar	Gangplank	Vladimir	Azir	Xayah	Tristana	Zoe	Ezreal	Camille	Ornn	Sion	LMS	0
Ezreal	Sejuani	Ryze	Braum	Gangplank	Tristana	Kha'zix	Taliyah	Tahm Kench	Gnar	Camille	Rakan	Kalista	Malzahar	Cassiopeia	Zoe	Azir	Galio	Jarvan IV	Rengar	LMS	1
Xayah	Sejuani	Galio	Rakan	Gnar	Sivir	Skarner	Taliyah	Braum	Gangplank	Camille	Tahm Kench	Ezreal	Caitlyn	Tristana	Zoe	Varus	Kalista	Jarvan IV	Kha'zix	LMS	1
Kalista	Skarner	Syndra	Braum	Gnar	Kog'Maw	Sejuani	Taliyah	Alistar	Gangplank	Zoe	Xayah	Varus	Tristana	Ezreal	Camille	Galio	Tahm Kench	Vladimir	Sion	LMS	1
Tristana	Zac	Galio	Alistar	Sion	Xayah	Sejuani	Taliyah	Rakan	Vladimir	Camille	Ezreal	Tahm Kench	Skarner	Gangplank	Zoe	Kalista	Varus	Jarvan IV	Kha'zix	LMS	0
Xayah	Skarner	Cassiopeia	Rakan	Riven	Tristana	Jarvan IV	Galio	Morgana	Vladimir	Taliyah	Camille	Azir	Alistar	Braum	Gangplank	Kalista	Zoe	Gnar	Corki	TCL	1
Tristana	Jarvan IV	Azir	Tahm Kench	Gnar	Ezreal	Sejuani	Ryze	Braum	Sion	Kalista	Galio	Camille	Caitlyn	Xayah	Zoe	Zac	Skarner	Taliyah	Cassiopeia	TCL	1
Tristana	Nunu	Azir	Braum	Gangplank	Caitlyn	Skarner	Zoe	Taric	Sion	Tahm Kench	Camille	Galio	Gnar	Cho'gath	Kalista	Sejuani	Xayah	Varus	Ezreal	TCL	0
Tristana	Kha'zix	Zoe	Zilean	Ornn	Kalista	Jarvan IV	Taliyah	Tahm Kench	Gangplank	Camille	Sejuani	Janna	Vladimir	Gnar	Sion	Ryze	Zac	Braum	Taric	TCL	0
Tristana	Zac	Corki	Braum	Ornn	Caitlyn	Sejuani	Cassiopeia	Janna	Vladimir	Zoe	Taliyah	Camille	Urgot	Ryze	Azir	Kalista	Gnar	Sion	Galio	TCL	0
Caitlyn	Sejuani	Kassadin	Morgana	Urgot	Xayah	Jarvan IV	Ryze	Rakan	Vladimir	Camille	Gangplank	Skarner	Zac	Gnar	Kalista	Sion	Zoe	Taliyah	Azir	TCL	0
Xayah	Jarvan IV	Ryze	Rakan	Sion	Caitlyn	Lee Sin	Azir	Braum	Cho'gath	Taliyah	Gangplank	Galio	Sejuani	Ornn	Zoe	Skarner	Kalista	Veigar	Viktor	TCL	1
Ezreal	Sejuani	Galio	Braum	Camille	Caitlyn	Skarner	Corki	Morgana	Ornn	Tristana	Tahm Kench	Azir	Taric	Cho'gath	Zoe	Kalista	Gangplank	Gnar	Trundle	TCL	1
Kalista	Skarner	Azir	Janna	Sion	Tristana	Jax	Twisted Fate	Morgana	Gnar	Taliyah	Galio	Camille	Jarvan IV	Sejuani	Zoe	Rakan	Ryze	Tahm Kench	Braum	TCL	1
Tristana	Sejuani	Corki	Braum	Ornn	Caitlyn	Jarvan IV	Taliyah	Tahm Kench	Gnar	Camille	Skarner	Kalista	Morgana	Janna	Sion	Zoe	Azir	Kassadin	Ryze	TCL	0
Caitlyn	Sejuani	Twisted Fate	Morgana	Gnar	Xayah	Nidalee	Fizz	Rakan	Vladimir	Camille	Tristana	Taliyah	Galio	Ryze	Kalista	Ezreal	Zoe	Cho'gath	Jayce	TCL	1
Kalista	Skarner	Corki	Taric	Cho'gath	Caitlyn	Jarvan IV	Taliyah	Tahm Kench	Vladimir	Tristana	Xayah	Varus	Braum	Ornn	Zoe	Camille	Gangplank	Alistar	Morgana	TCL	1
Tristana	Skarner	Azir	Shen	Camille	Xayah	Gragas	Veigar	Rakan	Gnar	Gangplank	Galio	Olaf	Sejuani	Zac	Zoe	Ezreal	Kalista	Taric	Braum	CBLoL	1
Lucian	Skarner	Zoe	Alistar	Gnar	Tristana	Olaf	Taliyah	Braum	Swain	Kalista	Ezreal	Azir	Jayce	Tahm Kench	Galio	Gangplank	Rakan	Taric	Caitlyn	CBLoL	0
Tristana	Sejuani	Illaoi	Taric	Gnar	Varus	Zac	Galio	Alistar	Ornn	Tahm Kench	Xayah	Camille	Swain	Vladimir	Gangplank	Ezreal	Skarner	Cassiopeia	Ryze	CBLoL	0
Ezreal	Lee Sin	Galio	Alistar	Vladimir	Tristana	Kha'zix	Azir	Braum	Ryze	Xayah	Camille	Gnar	Ornn	Sejuani	Gangplank	Tahm Kench	Skarner	Zac	Jarvan IV	CBLoL	1
Ashe	Zac	Orianna	Taric	Camille	Tristana	Sejuani	Syndra	Thresh	Gangplank	Xayah	Tahm Kench	Galio	Taliyah	Janna	Zoe	Skarner	Ezreal	Varus	Caitlyn	CBLoL	1
Ezreal	Skarner	Azir	Alistar	Ornn	Varus	Olaf	Corki	Taric	Gnar	Tristana	Camille	Zoe	Orianna	Kassadin	Xayah	Tahm Kench	Galio	Taliyah	Braum	CBLoL	1
Tristana	Sejuani	Fizz	Taric	Vladimir	Ezreal	Zac	Kassadin	Alistar	Gangplank	Xayah	Tahm Kench	Skarner	Azir	Taliyah	Camille	Zoe	Galio	Orianna	Syndra	CBLoL	1
Ezreal	Skarner	Veigar	Braum	Camille	Xayah	Olaf	Azir	Rakan	Maokai	Vladimir	Tristana	Jarvan IV	Sejuani	Zac	Zoe	Gangplank	Galio	Shen	Taric	CBLoL	1
Kalista	Jarvan IV	Azir	Braum	Camille	Xayah	Evelynn	Ryze	Alistar	Gangplank	Taliyah	Galio	Skarner	Veigar	Zac	Tristana	Zoe	Vladimir	Taric	Tahm Kench	CBLoL	1
Kalista	Jarvan IV	Taliyah	Alistar	Sion	Tristana	Sejuani	Ryze	Braum	Ornn	Varus	Xayah	Azir	Gnar	Taric	Galio	Gangplank	Skarner	Camille	Thresh	LCK	1
Tristana	Skarner	Zoe	Taric	Kennen	Kalista	Sejuani	Malzahar	Braum	Ryze	Galio	Gangplank	Camille	Sion	Alistar	Varus	Azir	Gnar	Cho'gath	Ornn	LCK	0
Caitlyn	Sejuani	Azir	Braum	Gnar	Varus	Jarvan IV	Zoe	Tahm Kench	Kennen	Kalista	Xayah	Galio	Alistar	Taric	Skarner	Ryze	Gangplank	Malzahar	Taliyah	LCK	0
Tristana	Sejuani	Taliyah	Thresh	Sion	Ezreal	Jarvan IV	Azir	Shen	Cho'gath	Xayah	Galio	Ryze	Braum	Alistar	Kalista	Gangplank	Skarner	Taric	Tahm Kench	LCK	1
Xayah	Kha'zix	Taliyah	Rakan	Sion	Varus	Jarvan IV	Zoe	Leona	Ornn	Azir	Sejuani	Gangplank	Braum	Alistar	Galio	Skarner	Kalista	Zac	Gnar	LCK	0
Xayah	Zac	Syndra	Rakan	Ornn	Caitlyn	Sejuani	Taliyah	Braum	Illaoi	Gangplank	Varus	Galio	Gnar	Trundle	Alistar	Kalista	Skarner	Azir	Zoe	LCK	1
Ezreal	Sejuani	Galio	Leona	Camille	Xayah	Zac	Corki	Rakan	Poppy	Gangplank	Skarner	Varus	Ornn	Gnar	Kalista	Ryze	Taliyah	Alistar	Braum	LCK	1
Ezreal	Jax	Zoe	Alistar	Gangplank	Varus	Skarner	Ekko	Tahm Kench	Jayce	Taliyah	Ryze	Vladimir	Malzahar	Braum	Kalista	Galio	Xayah	Sejuani	Zac	LCK	0
Xayah	Zac	Galio	Rakan	Sion	Kalista	Skarner	Corki	Tahm Kench	Cho'gath	Varus	Ryze	Azir	Alistar	Braum	Gangplank	Camille	Sejuani	Jarvan IV	Gnar	LCK	1
